member.id,avg_rebel_score,total_rebel_score,n_votes,party,first_name,last_name,country,z_score,party_avg_rebel,is_outlier
197643,0.11855880948340276,5.809381664686735,49,EPP,Karoline,EDTSTADLER,AUT,5.670869259404928,0.022595841152103422,True
136236,0.15591395438176545,205.65050582954862,1319,GUE_NGL,JoÃ£o,PIMENTA LOPES,PRT,4.91243111676771,0.027672744274472093,True
256936,0.05793515702855082,23.000257340334677,397,SD,Thomas,BAJADA,MLT,4.621512696866471,0.01172579002014174,True
256934,0.055815582009773095,22.15878605787992,397,SD,Daniel,ATTARD,MLT,4.409528774657373,0.01172579002014174,True
125093,0.3651670113111204,804.8280929297093,2204,NI,Kostas,PAPADAKIS,GRC,4.327704462345168,0.06832352247557728,True
197754,0.14027130406987406,253.47024645426245,1807,GUE_NGL,Sandra,PEREIRA,PRT,4.313220909092969,0.027672744274472093,True
197734,0.3546150608634022,781.5715941429385,2204,NI,Lefteris,NIKOLAOU-ALAVANOS,GRC,4.17386675070065,0.06832352247557728,True
256946,0.09270104287140214,36.80231401994665,397,RENEW,Christine,SINGER,DEU,4.042877865190162,0.02277603441061577,True
125025,0.3443908569332802,601.3064362055072,1746,NI,Marcel,de GRAAFF,NLD,4.024807281194044,0.06832352247557728,True
197763,0.20510194075743418,452.04467742938493,2204,ESN,Milan,UHRÃK,SVK,3.9652610258098857,0.03143871563441528,True
257089,0.08961346284721129,35.57654475034288,397,EPP,Alice,TEODORESCU MÃWE,SWE,3.9603628078401085,0.022595841152103422,True
256919,0.08476004424635347,33.649737565802326,397,EPP,Christophe,GOMART,FRA,3.673553189242142,0.022595841152103422,True
220908,0.08254677450093141,32.77106947686977,397,EPP,Branko,GRIMS,SVN,3.5427614517590564,0.022595841152103422,True
256962,0.08391250297279236,33.31326368019857,397,RENEW,Joachim,STREIT,DEU,3.5347478812895425,0.02277603441061577,True
256880,0.04623783590959243,18.356420856108194,397,SD,Estelle,CEULEMANS,BEL,3.451634778808149,0.01172579002014174,True
257087,0.045406530207087334,18.02639249221367,397,SD,Adnan,DIBRANI,SWE,3.368493846399236,0.01172579002014174,True
197399,0.25817429742778414,236.74583074127807,917,ECR,Jessica,STEGRUD,SWE,3.2789316469825533,0.048691021159109546,True
197570,0.13131558380684316,126.19427603837629,961,ID,Peter,KOFOD,DNK,3.2736113200212666,0.047796267381556276,True
257130,0.03947387570887843,15.671128656424736,397,GREEN_EFA,Cristina,GUARDA,ITA,3.2528530697216125,0.008222395563598871,True
197739,0.07767871778529853,4.7384017849032105,61,RENEW,Judith,BUNTING,GBR,3.17432701462633,0.02277603441061577,True
97133,0.2510825177378288,88.38104624371573,352,ECR,Derk Jan,EPPINK,NLD,3.1679277459885724,0.048691021159109546,True
257088,0.04308649838950812,17.105339860634725,397,SD,Sofie,ERIKSSON,SWE,3.1364617456321913,0.01172579002014174,True
2152,0.03817338934962926,15.154835571802815,397,GREEN_EFA,Leoluca,ORLANDO,ITA,3.1174901676718765,0.008222395563598871,True
96809,0.07525827761049253,96.02956223098846,1276,EPP,Peter,van DALEN,NLD,3.1120524638861027,0.022595841152103422,True
256971,0.2815419992808956,111.77217371451556,397,NI,Lukas,SIEPER,DEU,3.1085288653106855,0.06832352247557728,True
123562,0.24115814834882754,531.5125589608159,2204,ECR,Charlie,WEIMERS,SWE,3.012586806866516,0.048691021159109546,True
197716,0.07450326587788426,4.5446992185509405,61,RENEW,Jane,BROPHY,GBR,2.9907308376496693,0.02277603441061577,True
96706,0.10252590055291216,50.032639469821135,488,GUE_NGL,JoÃ£o,FERREIRA,PRT,2.8673386174603226,0.027672744274472093,True
238639,0.23137094802766792,201.75546668012643,872,ECR,Johan,NISSINEN,SWE,2.8593929030856304,0.048691021159109546,True
197430,0.07166012056464147,157.93890572446978,2204,RENEW,Engin,EROGLU,DEU,2.8263477434255977,0.02277603441061577,True
204414,0.12827798571088778,274.8997233784325,2143,PFE,Margarita,DE LA PISA CARRIÃN,ESP,2.7941875588707217,0.04270705012403726,True
197709,0.22287345831226657,402.7323391702657,1807,ECR,Robert,ROOS,NLD,2.726386161716917,0.048691021159109546,True
197755,0.06951497547975781,4.240413504265226,61,RENEW,Martin,HORWOOD,GBR,2.702321164491951,0.02277603441061577,True
197546,0.03416259046927425,61.73180097797857,1807,GREEN_EFA,Marcel,KOLAJA,CZE,2.700020678567712,0.008222395563598871,True
257139,0.03385912046291013,13.442070823775323,397,GREEN_EFA,Benedetta,SCUDERI,ITA,2.6684335877425416,0.008222395563598871,True
23821,0.06744835523458052,18.683194399978806,277,EPP,JÃ³zsef,SZÃJER,HUN,2.650530175757248,0.022595841152103422,True
124989,0.06853581661897576,16.928346704887012,247,RENEW,Fredrick,FEDERLEY,SWE,2.6457088054533315,0.02277603441061577,True
197829,0.12343854109080352,272.05854456413095,2204,PFE,Jorge,BUXADÃ VILLALBA,ESP,2.6361629228591315,0.04270705012403726,True
197539,0.03307899228164978,59.77373905294116,1807,GREEN_EFA,MikulÃ¡Å¡,PEKSA,CZE,2.5872328786115735,0.008222395563598871,True
257091,0.2137682507485382,84.86599554716966,397,ECR,Dick,ERIXON,SWE,2.5838671322037325,0.048691021159109546,True
257090,0.21337412762260338,84.70952866617354,397,ECR,Beatrice,TIMGREN,SWE,2.577698130011987,0.048691021159109546,True
124996,0.21151178563532433,382.20179664303106,1807,ECR,Peter,LUNDGREN,SWE,2.548547869483497,0.048691021159109546,True
253008,0.036913788414507535,11.147964101181277,302,SD,Linus,GLANZELIUS,SWE,2.5191138058011133,0.01172579002014174,True
257132,0.03219369610676969,12.780897354387568,397,GREEN_EFA,Ignazio Roberto,MARINO,ITA,2.495085614972079,0.008222395563598871,True
257016,0.032127986094145335,12.754810479375697,397,GREEN_EFA,Vicent,MARZÃ IBÃÃEZ,ESP,2.48824609840253,0.008222395563598871,True
197792,0.03605277304233062,65.14736088749143,1807,SD,Daniela,RONDINELLI,ITA,2.433001536096387,0.01172579002014174,True
218349,0.20412195993506577,296.9974517055207,1455,ECR,Michiel,HOOGEVEEN,NLD,2.432878810903443,0.048691021159109546,True
199941,0.035595612051286085,78.45272896103454,2204,SD,Marianne,VIND,DNK,2.387279738517123,0.01172579002014174,True
197431,0.03086609599206585,55.77503545766299,1807,GREEN_EFA,Patrick,BREYER,DEU,2.356900540588348,0.008222395563598871,True
91636,0.035271177982790114,14.002657659167674,397,SD,Marit,MAIJ,NLD,2.35483228762308,0.01172579002014174,True
256814,0.06225569746591326,24.715511893967562,397,EPP,Zala,TOMAÅ IÄ,SVN,2.3436734389659892,0.022595841152103422,True
197776,0.1932452051830704,349.1940857658082,1807,ECR,Rob,ROOKEN,NLD,2.2626306841410755,0.048691021159109546,True
257015,0.029905192694669673,11.87236149978386,397,GREEN_EFA,Jaume,ASENS LLODRÃ,ESP,2.2568836061548314,0.008222395563598871,True
24942,0.028961681793669487,37.99772651329437,1312,GREEN_EFA,Ana,MIRANDA PAZ,ESP,2.1586769830967603,0.008222395563598871,True
197522,0.03309215639051713,59.79752659766446,1807,SD,Radka,MAXOVÃ,CZE,2.1369029670677215,0.01172579002014174,True
197390,0.05835874918417328,105.45425977580112,1807,EPP,Sara,SKYTTEDAL,SWE,2.113385812387829,0.022595841152103422,True
124812,0.0593127063638796,107.17806039953044,1807,RENEW,Fabio Massimo,CASTALDO,ITA,2.112453120265284,0.02277603441061577,True
197549,0.027989576340349293,61.68902625412984,2204,GREEN_EFA,MarkÃ©ta,GREGOROVÃ,CZE,2.057494056936914,0.008222395563598871,True
256918,0.05739976811463265,22.78770794150916,397,EPP,CÃ©line,IMART,FRA,2.0567154492032054,0.022595841152103422,True
197816,0.058273757681162955,3.5546992185509403,61,RENEW,Naomi,LONG,GBR,2.052383872868923,0.02277603441061577,True
257082,0.057211496651639916,22.712964170701046,397,EPP,Jagna,MARCZUÅAJTIS-WALCZAK,POL,2.0455896694313385,0.022595841152103422,True
197534,0.05706974527464531,125.78171858531827,2204,EPP,FranÃ§ois-Xavier,BELLAMY,FRA,2.0372129639140417,0.022595841152103422,True
197403,0.03197452698814755,70.47185748187721,2204,SD,Alex,AGIUS SALIBA,MLT,2.025126095670579,0.01172579002014174,True
256806,0.17717754869546323,70.3394868320989,397,ECR,Sebastian,TYNKKYNEN,FIN,2.011132100156317,0.048691021159109546,True
261038,0.10285755983659171,39.90873321659758,388,PFE,TomÃ¡Å¡,KUBÃN,CZE,1.9641225697242388,0.04270705012403726,False
132191,0.09719540408268579,175.63209517741322,1807,ID,Gunnar,BECK,DEU,1.9362415789017886,0.047796267381556276,False
5565,0.05512489936909638,99.61069315995717,1807,EPP,Brice,HORTEFEUX,FRA,1.9222835588337308,0.022595841152103422,False
72779,0.05488371440555839,120.9637065498507,2204,EPP,Nadine,MORANO,FRA,1.9080308901288987,0.022595841152103422,False
124693,0.030068746355850176,54.33422466502127,1807,SD,Pascal,DURAND,FRA,1.8345242770392667,0.01172579002014174,False
262021,0.05358003801638516,20.628314636308286,385,EPP,Hanna,GRONKIEWICZ-WALTZ,POL,1.8309909810042535,0.022595841152103422,False
37312,0.029979110785874726,66.0739601720679,2204,SD,Christel,SCHALDEMOSE,DNK,1.825559602741586,0.01172579002014174,False
197555,0.05434354076394575,52.224142674151864,961,RENEW,SÃ¸ren,GADE,DNK,1.825149192033324,0.02277603441061577,False
257025,0.16298144188298258,64.70363242754408,397,ECR,Kristoffer,STORM,DNK,1.788927899799593,0.048691021159109546,False
197488,0.09339812122935649,168.77040506144718,1807,ID,Guido,REIL,DEU,1.7874038169799515,0.047796267381556276,False
257100,0.029586657795655894,11.74590314487539,397,SD,Gheorghe,CÃRCIU,ROU,1.786309411824894,0.01172579002014174,False
197831,0.09732204288720726,214.4977825234048,2204,PFE,Hermann,TERTSCH,ESP,1.783368760199865,0.04270705012403726,False
197489,0.09318206679744093,168.37999470297575,1807,ID,Bernhard,ZIMNIOK,DEU,1.7789353780088033,0.047796267381556276,False
256853,0.09699414601086707,38.506675966314226,397,PFE,Klara,DOSTALOVA,CZE,1.7726617909914657,0.04270705012403726,False
125067,0.029377568654379863,53.08526655846441,1807,SD,Theodoros,ZAGORAKIS,GRC,1.7653978914180408,0.01172579002014174,False
256843,0.09669707715349453,38.38873962993733,397,PFE,Jana,NAGYOVÃ,CZE,1.7629614634245685,0.04270705012403726,False
197480,0.09267489208229591,167.46352999270871,1807,ID,Nicolaus,FEST,DEU,1.7590562295699808,0.047796267381556276,False
132366,0.16076521719781883,117.03707812001211,728,ECR,Pirkko,RUOHONEN-LERNER,FIN,1.7542384993546276,0.048691021159109546,False
101585,0.02926596290973748,64.5021822530614,2204,SD,Niels,FUGLSANG,DNK,1.7542359257972144,0.01172579002014174,False
220840,0.09567947336224487,37.984750924811216,397,PFE,Jaroslav,BÅ½OCH,CZE,1.7297331735400485,0.04270705012403726,False
1294,0.028929337405661434,11.48494695004759,397,SD,Elio,DI RUPO,BEL,1.7205691793799045,0.01172579002014174,False
257083,0.07169271419724417,28.462007536305933,397,GUE_NGL,JoÃ£o,OLIVEIRA,PRT,1.6862369734883365,0.027672744274472093,False
197528,0.0942078396167252,207.63407851526233,2204,PFE,OndÅej,KNOTEK,CZE,1.6816792323888279,0.04270705012403726,False
119435,0.05100985812867194,20.25091367708276,397,EPP,Davor Ivo,STIER,HRV,1.679107870572999,0.022595841152103422,False
